sweep,noise_model,delta_per_mode,relative_l2_noise,method,mean_relative_l2,aggregate_relative_l2,median_relative_l2,std_relative_l2,stderr_relative_l2,n_samples
extended_grid,critical,3e-06,8.607240113593455e-06,oracle_tsvd,0.0015487695671170456,0.001177256347040346,0.001468829548172386,0.0004747205534609845,2.1230148557101687e-05,500
extended_grid,critical,3e-06,8.607240113593455e-06,tikhonov_discrepancy,0.0016602452753386521,0.0012487662480203437,0.0015452393247443958,0.0005326750079393457,2.3821950553352343e-05,500
extended_grid,critical,3e-06,8.607240113593455e-06,prior_wiener,0.0014290381254573358,0.0010888119634862125,0.0013424065233952928,0.00043329985165626537,1.9377758458879684e-05,500
extended_grid,critical,3e-06,8.607240113593455e-06,oracle_spectral_bound,0.0009068479952807889,0.0006902449711972032,0.0008418204088849224,0.00028997286039208667,1.2967980549335241e-05,500
extended_grid,critical,1e-06,2.8690800378640813e-06,scnet,0.0008257759829161827,0.0006279558259962066,0.0007765073541859419,0.0002516812102802084,1.1255525896919298e-05,500
extended_grid,critical,1e-06,2.8690800378640813e-06,oracle_tikhonov,0.0009303451097062708,0.0007070719891758996,0.0008701165844705533,0.00028288021373049874,1.2650787747821291e-05,500
extended_grid,critical,1e-06,2.8690800378640813e-06,oracle_tsvd,0.0008997347265034279,0.0006826987174858735,0.0008466803312199436,0.0002745295456365547,1.2277334517509341e-05,500
extended_grid,critical,1e-06,2.8690800378640813e-06,tikhonov_discrepancy,0.0009563198855529999,0.0007202770798793587,0.0008852884250925711,0.0003044438691485881,1.3615143734985881e-05,500
extended_grid,critical,1e-06,2.8690800378640813e-06,prior_wiener,0.0008253995458956697,0.0006276460738223958,0.0007758277595691914,0.000251616032476941,1.1252611056944695e-05,500
extended_grid,critical,1e-06,2.8690800378640813e-06,oracle_spectral_bound,0.0005259622499956729,0.00039989529854056964,0.00048744291916565216,0.0001666155569530495,7.451274229120128e-06,500
extended_grid,critical,3e-07,8.607240113597783e-07,scnet,0.00045092212858682357,0.00034402547008188046,0.0004237930044392056,0.0001352647935148148,6.049225465231972e-06,500
extended_grid,critical,3e-07,8.607240113597783e-07,oracle_tikhonov,0.000509226997834658,0.0003877208115695035,0.00047846771111524785,0.00015302745940059506,6.843596032876395e-06,500
extended_grid,critical,3e-07,8.607240113597783e-07,oracle_tsvd,0.0004941100659618104,0.00037489359443009104,0.0004628902058680886,0.00014929752645526098,6.676788360530735e-06,500
